Training: 2024-09-20 15:52:20,370-rank_id: 0
Training: 2024-09-20 16:14:16,008-Speed 251.90 samples/sec   Loss 7.0693   ReconLoss 0.1354  LearningRate 0.007940   Epoch: 0   Global Step: 1210   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:14:26,581-Speed 250.97 samples/sec   Loss 6.7411   ReconLoss 0.1405  LearningRate 0.007940   Epoch: 0   Global Step: 1220   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:14:37,091-Speed 252.13 samples/sec   Loss 6.6387   ReconLoss 0.1401  LearningRate 0.007939   Epoch: 0   Global Step: 1230   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:14:47,674-Speed 250.40 samples/sec   Loss 6.6111   ReconLoss 0.1341  LearningRate 0.007939   Epoch: 0   Global Step: 1240   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:14:58,221-Speed 251.26 samples/sec   Loss 6.9653   ReconLoss 0.1419  LearningRate 0.007938   Epoch: 0   Global Step: 1250   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:15:08,764-Speed 251.50 samples/sec   Loss 8.0850   ReconLoss 0.1382  LearningRate 0.007938   Epoch: 0   Global Step: 1260   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:15:19,289-Speed 251.96 samples/sec   Loss 6.5528   ReconLoss 0.1444  LearningRate 0.007937   Epoch: 0   Global Step: 1270   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:15:29,727-Speed 253.84 samples/sec   Loss 7.7304   ReconLoss 0.1360  LearningRate 0.007937   Epoch: 0   Global Step: 1280   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:15:40,164-Speed 253.98 samples/sec   Loss 7.0098   ReconLoss 0.1346  LearningRate 0.007936   Epoch: 0   Global Step: 1290   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:15:50,684-Speed 252.46 samples/sec   Loss 6.7897   ReconLoss 0.1386  LearningRate 0.007936   Epoch: 0   Global Step: 1300   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:16:01,182-Speed 252.85 samples/sec   Loss 7.2433   ReconLoss 0.1369  LearningRate 0.007935   Epoch: 0   Global Step: 1310   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:16:11,763-Speed 250.84 samples/sec   Loss 6.5644   ReconLoss 0.1330  LearningRate 0.007935   Epoch: 0   Global Step: 1320   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:16:22,291-Speed 252.44 samples/sec   Loss 6.9500   ReconLoss 0.1361  LearningRate 0.007934   Epoch: 0   Global Step: 1330   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:16:32,758-Speed 253.17 samples/sec   Loss 7.3076   ReconLoss 0.1353  LearningRate 0.007934   Epoch: 0   Global Step: 1340   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:16:43,294-Speed 251.76 samples/sec   Loss 6.3968   ReconLoss 0.1313  LearningRate 0.007933   Epoch: 0   Global Step: 1350   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:16:53,813-Speed 252.31 samples/sec   Loss 6.7512   ReconLoss 0.1325  LearningRate 0.007933   Epoch: 0   Global Step: 1360   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:17:04,294-Speed 253.29 samples/sec   Loss 6.0800   ReconLoss 0.1374  LearningRate 0.007932   Epoch: 0   Global Step: 1370   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:17:14,748-Speed 254.12 samples/sec   Loss 6.5641   ReconLoss 0.1385  LearningRate 0.007932   Epoch: 0   Global Step: 1380   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:17:25,178-Speed 254.36 samples/sec   Loss 6.0532   ReconLoss 0.1355  LearningRate 0.007931   Epoch: 0   Global Step: 1390   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:17:35,703-Speed 251.96 samples/sec   Loss 7.2869   ReconLoss 0.1357  LearningRate 0.007931   Epoch: 0   Global Step: 1400   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:17:46,275-Speed 250.60 samples/sec   Loss 7.3596   ReconLoss 0.1309  LearningRate 0.007930   Epoch: 0   Global Step: 1410   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:17:56,693-Speed 254.60 samples/sec   Loss 7.2762   ReconLoss 0.1295  LearningRate 0.007930   Epoch: 0   Global Step: 1420   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:18:07,248-Speed 251.04 samples/sec   Loss 6.4559   ReconLoss 0.1330  LearningRate 0.007929   Epoch: 0   Global Step: 1430   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:18:17,790-Speed 251.67 samples/sec   Loss 6.1768   ReconLoss 0.1375  LearningRate 0.007929   Epoch: 0   Global Step: 1440   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:18:28,326-Speed 251.56 samples/sec   Loss 7.3410   ReconLoss 0.1319  LearningRate 0.007928   Epoch: 0   Global Step: 1450   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:18:38,818-Speed 253.06 samples/sec   Loss 7.1939   ReconLoss 0.1332  LearningRate 0.007928   Epoch: 0   Global Step: 1460   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:18:49,342-Speed 251.97 samples/sec   Loss 6.3134   ReconLoss 0.1343  LearningRate 0.007927   Epoch: 0   Global Step: 1470   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:18:59,869-Speed 251.66 samples/sec   Loss 6.8805   ReconLoss 0.1319  LearningRate 0.007927   Epoch: 0   Global Step: 1480   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:19:10,413-Speed 251.35 samples/sec   Loss 6.7468   ReconLoss 0.1332  LearningRate 0.007926   Epoch: 0   Global Step: 1490   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:19:20,981-Speed 250.85 samples/sec   Loss 7.1888   ReconLoss 0.1343  LearningRate 0.007926   Epoch: 0   Global Step: 1500   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:19:31,515-Speed 251.80 samples/sec   Loss 6.3696   ReconLoss 0.1289  LearningRate 0.007925   Epoch: 0   Global Step: 1510   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:19:42,045-Speed 251.59 samples/sec   Loss 6.4176   ReconLoss 0.1302  LearningRate 0.007925   Epoch: 0   Global Step: 1520   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:19:52,587-Speed 251.35 samples/sec   Loss 7.9138   ReconLoss 0.1317  LearningRate 0.007924   Epoch: 0   Global Step: 1530   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:20:03,106-Speed 251.98 samples/sec   Loss 6.5353   ReconLoss 0.1357  LearningRate 0.007924   Epoch: 0   Global Step: 1540   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:20:13,606-Speed 252.36 samples/sec   Loss 7.2891   ReconLoss 0.1317  LearningRate 0.007923   Epoch: 0   Global Step: 1550   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:20:24,065-Speed 253.56 samples/sec   Loss 7.0918   ReconLoss 0.1325  LearningRate 0.007923   Epoch: 0   Global Step: 1560   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:20:34,582-Speed 252.04 samples/sec   Loss 6.5115   ReconLoss 0.1271  LearningRate 0.007922   Epoch: 0   Global Step: 1570   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:20:44,986-Speed 254.67 samples/sec   Loss 7.5240   ReconLoss 0.1314  LearningRate 0.007922   Epoch: 0   Global Step: 1580   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:20:55,433-Speed 253.77 samples/sec   Loss 7.4111   ReconLoss 0.1315  LearningRate 0.007921   Epoch: 0   Global Step: 1590   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:21:05,957-Speed 251.99 samples/sec   Loss 6.6128   ReconLoss 0.1329  LearningRate 0.007921   Epoch: 0   Global Step: 1600   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:21:16,487-Speed 251.74 samples/sec   Loss 8.0337   ReconLoss 0.1301  LearningRate 0.007920   Epoch: 0   Global Step: 1610   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:21:26,992-Speed 252.29 samples/sec   Loss 7.1404   ReconLoss 0.1276  LearningRate 0.007920   Epoch: 0   Global Step: 1620   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:21:37,564-Speed 250.80 samples/sec   Loss 7.3484   ReconLoss 0.1345  LearningRate 0.007919   Epoch: 0   Global Step: 1630   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:21:48,095-Speed 251.97 samples/sec   Loss 6.3200   ReconLoss 0.1285  LearningRate 0.007919   Epoch: 0   Global Step: 1640   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:21:58,699-Speed 250.27 samples/sec   Loss 7.7282   ReconLoss 0.1279  LearningRate 0.007918   Epoch: 0   Global Step: 1650   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:22:09,322-Speed 249.87 samples/sec   Loss 6.9651   ReconLoss 0.1328  LearningRate 0.007918   Epoch: 0   Global Step: 1660   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:22:19,807-Speed 252.92 samples/sec   Loss 7.1753   ReconLoss 0.1275  LearningRate 0.007917   Epoch: 0   Global Step: 1670   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:22:30,329-Speed 252.28 samples/sec   Loss 6.8130   ReconLoss 0.1344  LearningRate 0.007917   Epoch: 0   Global Step: 1680   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:22:40,874-Speed 251.43 samples/sec   Loss 7.7865   ReconLoss 0.1359  LearningRate 0.007916   Epoch: 0   Global Step: 1690   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:22:51,369-Speed 253.06 samples/sec   Loss 7.8226   ReconLoss 0.1311  LearningRate 0.007916   Epoch: 0   Global Step: 1700   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:23:01,882-Speed 252.37 samples/sec   Loss 6.3631   ReconLoss 0.1277  LearningRate 0.007915   Epoch: 0   Global Step: 1710   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:23:12,345-Speed 253.26 samples/sec   Loss 7.2312   ReconLoss 0.1296  LearningRate 0.007915   Epoch: 0   Global Step: 1720   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:23:22,860-Speed 252.17 samples/sec   Loss 6.2887   ReconLoss 0.1171  LearningRate 0.007914   Epoch: 0   Global Step: 1730   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:23:33,431-Speed 251.08 samples/sec   Loss 7.5937   ReconLoss 0.1280  LearningRate 0.007914   Epoch: 0   Global Step: 1740   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:23:43,855-Speed 254.38 samples/sec   Loss 6.2209   ReconLoss 0.1263  LearningRate 0.007914   Epoch: 0   Global Step: 1750   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:23:54,340-Speed 252.77 samples/sec   Loss 7.6372   ReconLoss 0.1323  LearningRate 0.007913   Epoch: 0   Global Step: 1760   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:24:04,816-Speed 253.26 samples/sec   Loss 6.1946   ReconLoss 0.1352  LearningRate 0.007913   Epoch: 0   Global Step: 1770   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:24:15,355-Speed 252.07 samples/sec   Loss 6.7436   ReconLoss 0.1239  LearningRate 0.007912   Epoch: 0   Global Step: 1780   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:24:25,891-Speed 251.68 samples/sec   Loss 6.6865   ReconLoss 0.1284  LearningRate 0.007912   Epoch: 0   Global Step: 1790   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:24:36,433-Speed 251.68 samples/sec   Loss 6.6688   ReconLoss 0.1244  LearningRate 0.007911   Epoch: 0   Global Step: 1800   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:24:46,940-Speed 252.34 samples/sec   Loss 6.9205   ReconLoss 0.1268  LearningRate 0.007911   Epoch: 0   Global Step: 1810   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:24:57,490-Speed 251.31 samples/sec   Loss 7.5165   ReconLoss 0.1255  LearningRate 0.007910   Epoch: 0   Global Step: 1820   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:25:08,030-Speed 251.46 samples/sec   Loss 6.9306   ReconLoss 0.1297  LearningRate 0.007910   Epoch: 0   Global Step: 1830   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:25:18,557-Speed 251.77 samples/sec   Loss 6.4564   ReconLoss 0.1304  LearningRate 0.007909   Epoch: 0   Global Step: 1840   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:25:29,276-Speed 252.93 samples/sec   Loss 6.1979   ReconLoss 0.1271  LearningRate 0.007909   Epoch: 0   Global Step: 1850   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:25:39,893-Speed 249.98 samples/sec   Loss 6.5239   ReconLoss 0.1278  LearningRate 0.007908   Epoch: 0   Global Step: 1860   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:25:50,372-Speed 253.03 samples/sec   Loss 7.5625   ReconLoss 0.1263  LearningRate 0.007908   Epoch: 0   Global Step: 1870   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:26:00,856-Speed 253.62 samples/sec   Loss 7.6666   ReconLoss 0.1260  LearningRate 0.007907   Epoch: 0   Global Step: 1880   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:26:11,278-Speed 254.76 samples/sec   Loss 7.0874   ReconLoss 0.1257  LearningRate 0.007907   Epoch: 0   Global Step: 1890   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:26:21,803-Speed 252.17 samples/sec   Loss 7.3622   ReconLoss 0.1242  LearningRate 0.007906   Epoch: 0   Global Step: 1900   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:26:32,389-Speed 250.32 samples/sec   Loss 6.6733   ReconLoss 0.1270  LearningRate 0.007906   Epoch: 0   Global Step: 1910   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:26:42,904-Speed 252.13 samples/sec   Loss 7.9972   ReconLoss 0.1274  LearningRate 0.007905   Epoch: 0   Global Step: 1920   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:26:53,475-Speed 251.07 samples/sec   Loss 6.9306   ReconLoss 0.1265  LearningRate 0.007905   Epoch: 0   Global Step: 1930   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:27:04,002-Speed 252.13 samples/sec   Loss 7.7305   ReconLoss 0.1262  LearningRate 0.007904   Epoch: 0   Global Step: 1940   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:27:14,527-Speed 251.85 samples/sec   Loss 7.0592   ReconLoss 0.1225  LearningRate 0.007904   Epoch: 0   Global Step: 1950   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:27:24,989-Speed 253.37 samples/sec   Loss 5.9595   ReconLoss 0.1259  LearningRate 0.007903   Epoch: 0   Global Step: 1960   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:27:35,489-Speed 252.51 samples/sec   Loss 6.9091   ReconLoss 0.1282  LearningRate 0.007903   Epoch: 0   Global Step: 1970   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:27:46,056-Speed 250.94 samples/sec   Loss 7.0946   ReconLoss 0.1334  LearningRate 0.007902   Epoch: 0   Global Step: 1980   Fp16 Grad Scale: 65536   Required: 47 hours
Training: 2024-09-20 16:27:56,652-Speed 250.27 samples/sec   Loss 6.8932   ReconLoss 0.1234  LearningRate 0.007902   Epoch: 0   Global Step: 1990   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:28:07,096-Speed 253.90 samples/sec   Loss 7.5557   ReconLoss 0.1243  LearningRate 0.007901   Epoch: 0   Global Step: 2000   Fp16 Grad Scale: 32768   Required: 47 hours
Training: 2024-09-20 16:28:33,108-[lfw][2000]XNorm: 22.595627
Training: 2024-09-20 16:28:33,116-[lfw][2000]Accuracy-Flip: 0.99533+-0.00296
Training: 2024-09-20 16:28:33,116-[lfw][2000]Accuracy-Highest: 0.99533
Training: 2024-09-20 16:28:57,102-[cfp_fp][2000]XNorm: 18.704792
Training: 2024-09-20 16:28:57,102-[cfp_fp][2000]Accuracy-Flip: 0.95871+-0.00898
Training: 2024-09-20 16:28:57,102-[cfp_fp][2000]Accuracy-Highest: 0.95871
Training: 2024-09-20 16:29:17,543-[agedb_30][2000]XNorm: 21.731674
Training: 2024-09-20 16:29:17,543-[agedb_30][2000]Accuracy-Flip: 0.96033+-0.00774
Training: 2024-09-20 16:29:17,543-[agedb_30][2000]Accuracy-Highest: 0.96033
Training: 2024-09-20 16:29:28,448-Speed 31.61 samples/sec   Loss 6.6956   ReconLoss 0.1206  LearningRate 0.007901   Epoch: 0   Global Step: 2010   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:29:38,960-Speed 252.46 samples/sec   Loss 7.5331   ReconLoss 0.1284  LearningRate 0.007900   Epoch: 0   Global Step: 2020   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:29:49,340-Speed 256.09 samples/sec   Loss 6.8791   ReconLoss 0.1265  LearningRate 0.007900   Epoch: 0   Global Step: 2030   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:29:59,777-Speed 254.20 samples/sec   Loss 6.2157   ReconLoss 0.1266  LearningRate 0.007899   Epoch: 0   Global Step: 2040   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:30:10,122-Speed 256.56 samples/sec   Loss 6.7701   ReconLoss 0.1269  LearningRate 0.007899   Epoch: 0   Global Step: 2050   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:30:20,534-Speed 254.92 samples/sec   Loss 6.7762   ReconLoss 0.1229  LearningRate 0.007898   Epoch: 0   Global Step: 2060   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:30:30,861-Speed 256.91 samples/sec   Loss 7.9189   ReconLoss 0.1315  LearningRate 0.007898   Epoch: 0   Global Step: 2070   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:30:41,193-Speed 256.71 samples/sec   Loss 7.7275   ReconLoss 0.1281  LearningRate 0.007897   Epoch: 0   Global Step: 2080   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:30:51,632-Speed 254.42 samples/sec   Loss 7.3287   ReconLoss 0.1194  LearningRate 0.007897   Epoch: 0   Global Step: 2090   Fp16 Grad Scale: 65536   Required: 48 hours
Training: 2024-09-20 16:31:01,904-Speed 258.78 samples/sec   Loss 7.1777   ReconLoss 0.1316  LearningRate 0.007896   Epoch: 0   Global Step: 2100   Fp16 Grad Scale: 65536   Required: 48 hours
Training: 2024-09-20 16:31:12,147-Speed 259.61 samples/sec   Loss 8.1790   ReconLoss 0.1217  LearningRate 0.007896   Epoch: 0   Global Step: 2110   Fp16 Grad Scale: 65536   Required: 48 hours
Training: 2024-09-20 16:31:22,425-Speed 258.45 samples/sec   Loss 7.2297   ReconLoss 0.1190  LearningRate 0.007895   Epoch: 0   Global Step: 2120   Fp16 Grad Scale: 65536   Required: 48 hours
Training: 2024-09-20 16:31:32,840-Speed 254.61 samples/sec   Loss 6.9106   ReconLoss 0.1251  LearningRate 0.007895   Epoch: 0   Global Step: 2130   Fp16 Grad Scale: 65536   Required: 48 hours
Training: 2024-09-20 16:31:43,167-Speed 257.01 samples/sec   Loss 6.9206   ReconLoss 0.1196  LearningRate 0.007894   Epoch: 0   Global Step: 2140   Fp16 Grad Scale: 65536   Required: 48 hours
Training: 2024-09-20 16:31:53,534-Speed 255.78 samples/sec   Loss 7.2689   ReconLoss 0.1308  LearningRate 0.007894   Epoch: 0   Global Step: 2150   Fp16 Grad Scale: 65536   Required: 48 hours
Training: 2024-09-20 16:32:03,986-Speed 253.75 samples/sec   Loss 7.5243   ReconLoss 0.1267  LearningRate 0.007893   Epoch: 0   Global Step: 2160   Fp16 Grad Scale: 65536   Required: 48 hours
Training: 2024-09-20 16:32:14,336-Speed 256.29 samples/sec   Loss 6.5965   ReconLoss 0.1239  LearningRate 0.007893   Epoch: 0   Global Step: 2170   Fp16 Grad Scale: 32768   Required: 48 hours
Training: 2024-09-20 16:32:24,709-Speed 255.72 samples/sec   Loss 6.6970   ReconLoss 0.1201  LearningRate 0.007892   Epoch: 0   Global Step: 2180   Fp16 Grad Scale: 32768   Required: 48 hours
